STT,Ho va ten,Ma sinh vien,Chuyen can,Kiem tra giua ky,Diem BTL,Kiem tra cuoi ky,TBM
4968,Vu Van Nhi,B22DCKT006,7.1,7.3,0.6,7.0,5.5
4969,Doan Dinh Vy,B22DCBC511,8.7,6.8,0.8,0.2,4.1
4970,Le Gia Thang,B22DCVT993,8.3,7.7,7.2,6.9,7.5
4971,Do Thanh Chi,B22DCQT256,8.0,5.0,0.9,6.1,5.0
4972,Pham Xuan Nga,B22DCAT874,9.6,8.6,3.4,8.9,7.6
4973,Pham Xuan Hai,B22DCAT912,6.4,8.2,2.1,4.6,5.3
4974,Dang Duc Huy,B22DCFT445,9.7,5.0,8.6,6.7,7.5
4975,Dinh Huu Dung,B22DCCN841,8.0,7.9,10.0,1.9,6.9
4976,Vu Van Lan,B22DCPT232,7.3,6.1,7.0,0.6,5.2
4977,Bui Thi Nam,B22DCVT670,9.2,7.7,1.6,5.3,6.0
4978,Ly Thanh An,B22DCAT192,7.3,7.7,2.1,8.1,6.3
4979,Ho Cong Anh,B22DCMR354,6.2,4.6,2.8,1.4,3.8
4980,Doan Huu Mai,B22DCQT921,9.4,9.6,0.5,7.3,6.7
4981,Tran Minh Thang,B22DCKH649,7.1,5.5,5.9,0.6,4.8
4982,Doan Ngoc Hai,B22DCVT189,6.7,6.6,0.9,3.0,4.3
4983,Vo Duc Ngoc,B22DCPT173,7.7,8.2,4.9,5.1,6.5
4984,Vu Bao Hai,B22DCKT096,8.3,0.7,9.7,1.3,5.0
4985,Ta Thu Minh,B22DCAT039,6.7,0.5,2.2,6.8,4.0
4986,Pham Quoc Nam,B22DCPT939,7.0,10.0,4.5,6.4,7.0
4987,Vo Thu Minh,B22DCAT126,8.2,5.1,9.5,4.6,6.8
4988,Nguyen Minh Son,B22DCKH866,7.8,9.7,7.8,1.3,6.7
4989,Ly Duc Minh,B22DCVT101,8.2,8.8,5.6,4.8,6.9
4990,Hoang Thanh Trang,B22DCFT819,7.6,0.3,6.2,8.5,5.7
4991,Ly Quoc Trung,B22DCFT623,7.1,5.7,7.1,6.3,6.5
4992,Hoang Manh Thao,B22DCFT290,6.4,5.4,3.6,6.9,5.6
4993,Ta Minh Tuan,B22DCAT584,6.8,2.9,5.5,3.6,4.7
4994,Ngo Xuan Ly,B22DCBC581,9.9,0.3,7.3,5.1,5.7
4995,Bui Bao Huong,B22DCPT259,7.5,9.2,0.5,4.5,5.4
4996,Ho Gia An,B22DCVT176,9.7,6.9,7.7,9.3,8.4
4997,Phan Thu Huong,B22DCMR212,8.4,9.3,3.2,9.8,7.7
4998,Huynh Duc Tuan,B22DCBC624,7.7,9.6,8.2,5.6,7.8
4999,Nguyen Van Mai,B22DCFT366,7.0,1.1,2.1,0.1,2.6
5000,Vo Thi Phong,B22DCVT981,8.8,1.7,1.1,2.0,3.4
5001,Duong Minh Viet,B22DCCN177,8.1,3.0,7.7,4.9,5.9
5002,Mai Thi Minh,B22DCCN310,9.2,3.3,1.2,5.9,4.9
5003,Bui Dinh Thao,B22DCBC790,9.9,1.0,9.6,3.3,6.0
5004,Nguyen Thanh Quang,B22DCKH853,9.1,0.9,1.0,5.0,4.0
5005,Ta Duc Quan,B22DCFT065,8.5,4.4,1.0,4.6,4.6
5006,Vo Thu Ly,B22DCAT885,8.9,1.4,3.6,3.4,4.3
5007,Do Huu Nga,B22DCBC596,6.3,9.2,1.3,8.6,6.3
5008,Hoang Quang Trang,B22DCKT458,7.8,5.8,7.2,0.1,5.2
5009,Pham Gia Trung,B22DCFT379,8.7,8.7,9.5,5.7,8.2
5010,Ngo Ngoc Nga,B22DCQT443,8.9,4.4,4.5,1.1,4.7
5011,Phan Huu Bao,B22DCPT225,8.6,1.9,2.9,1.9,3.8
5012,Vu Gia Quan,B22DCAT410,6.2,5.9,2.3,0.3,3.7
5013,Ho Quang Duy,B22DCPT518,8.2,3.0,4.5,0.6,4.1
5014,Phan Quoc Binh,B22DCVT543,7.8,9.2,6.3,2.6,6.5
5015,Nguyen Duc Phong,B22DCQT365,7.4,2.6,9.5,0.3,5.0
5016,Dang Quoc Yen,B22DCKT788,8.5,2.5,0.2,4.7,4.0
5017,Ta Manh Phong,B22DCQT696,9.3,9.8,8.4,1.8,7.3
5018,Ly Cong Quan,B22DCCN111,8.5,1.2,1.2,3.2,3.5
5019,Le Thanh Nam,B22DCKT110,9.8,4.6,4.5,9.3,7.0
5020,Ta Dinh Giang,B22DCPT370,6.8,6.6,5.2,6.5,6.3
5021,Dang Duc Vy,B22DCQT809,6.6,5.5,0.9,1.9,3.7
5022,Dinh Thu Nhi,B22DCPT121,8.5,7.4,2.3,6.4,6.2
5023,Hoang Duc Minh,B22DCFT138,9.8,3.7,5.7,8.2,6.8
5024,Vu Duc Nga,B22DCAT768,8.6,1.6,6.8,2.4,4.8
5025,Mai Bao Mai,B22DCMR920,8.1,4.7,6.6,4.6,6.0
5026,Dinh Cong Quang,B22DCCN688,6.6,2.3,4.0,6.5,4.8
5027,Tran Duc Dung,B22DCVT586,7.0,7.0,6.1,6.0,6.5
5028,Tran Cong Phuc,B22DCBC509,6.6,5.4,4.7,7.5,6.0
5029,Huynh Ngoc Trung,B22DCFT429,6.4,0.5,4.1,2.0,3.2
5030,Ho Quang Duy,B22DCKT512,6.6,5.6,8.7,6.9,6.9
5031,Le Duc Ngan,B22DCCN830,6.2,3.0,5.9,7.2,5.6
5032,Ta Gia Quang,B22DCFT410,8.2,5.9,6.5,3.4,6.0
5033,Doan Cong Hai,B22DCQT303,6.7,6.9,6.5,1.9,5.5
5034,Hoang Van Son,B22DCVT735,7.2,8.0,3.3,3.1,5.4
5035,Le Manh Khanh,B22DCKH328,7.6,8.8,3.3,1.3,5.2
5036,Bui Bao Trung,B22DCQT567,7.2,5.3,7.4,2.8,5.7
5037,Hoang Quang Binh,B22DCVT872,7.0,4.6,8.3,8.3,7.0
5038,Huynh Dinh Binh,B22DCQT646,6.2,7.5,7.6,9.6,7.7
5039,Doan Manh Huy,B22DCMR237,6.1,5.9,1.6,7.2,5.2
5040,Duong Thi Khanh,B22DCPT292,8.2,8.7,6.9,9.6,8.3
5041,Tran Quoc Trang,B22DCAT776,6.5,0.2,4.9,6.9,4.6
5042,Dinh Thu Thao,B22DCPT970,8.6,5.8,9.8,5.8,7.5
5043,Hoang Ngoc Quan,B22DCFT651,7.7,6.1,8.6,1.6,6.0
5044,Vu Quoc Chau,B22DCFT468,8.6,5.8,0.4,1.8,4.1
5045,Do Quoc Khanh,B22DCCN081,7.3,8.2,8.0,9.8,8.3
5046,Vu Quang Trang,B22DCFT317,8.9,6.7,4.0,7.0,6.7
5047,Duong Manh Long,B22DCAT648,7.4,7.0,9.2,9.4,8.2
5048,Nguyen Cong Tuan,B22DCQT189,6.8,3.4,4.4,9.1,5.9
5049,Dang Thi Tam,B22DCAT631,7.3,9.0,7.8,3.9,7.0
5050,Tran Huu An,B22DCAT041,8.3,3.8,8.6,4.2,6.2
5051,Huynh Minh Tuan,B22DCMR818,8.5,7.6,6.9,2.2,6.3
5052,Vo Gia Duy,B22DCKH787,9.9,9.9,3.0,5.5,7.1
5053,Dang Manh Khanh,B22DCKH184,7.7,5.5,6.5,3.4,5.8
5054,Vo Bao An,B22DCAT130,7.2,0.1,0.2,0.6,2.0
5055,Duong Quoc Tam,B22DCVT250,8.2,9.4,1.7,6.6,6.5
5056,Phan Dinh Nhi,B22DCFT409,9.8,4.9,0.1,9.8,6.2
5057,Phan Thanh Tam,B22DCVT386,8.9,7.0,8.5,3.9,7.1
5058,Do Gia Yen,B22DCVT603,6.7,1.9,7.3,0.4,4.1
5059,Ho Minh Bao,B22DCVT988,8.7,9.7,3.2,1.6,5.8
5060,Vo Huu Nam,B22DCKH359,9.3,2.3,4.2,2.4,4.5
5061,Ta Thu Huy,B22DCAT133,8.0,5.1,3.6,1.5,4.5
5062,Mai Van Huong,B22DCKH947,7.2,4.6,7.7,0.2,4.9
5063,Pham Van Huong,B22DCBC956,8.9,6.9,2.5,0.3,4.7
5064,Ngo Huu Hung,B22DCVT591,8.3,3.0,10.0,0.0,5.3
5065,Ta Gia Thao,B22DCKH438,6.6,1.7,5.2,3.4,4.2
5066,Vu Quoc Hoa,B22DCBC231,9.6,6.6,0.7,5.3,5.5
5067,Bui Thu Lan,B22DCPT423,9.3,4.9,9.1,5.0,7.1
5068,Vo Xuan Chau,B22DCMR807,6.2,9.2,2.8,4.0,5.5
5069,Hoang Thu Hoa,B22DCMR586,7.0,8.0,2.1,5.7,5.7
5070,Vo Van Chau,B22DCKT298,6.4,0.9,2.9,7.8,4.5
5071,Nguyen Bao Quan,B22DCKH236,7.1,5.4,5.1,9.1,6.7
5072,Dinh Cong Giang,B22DCQT871,7.9,7.6,8.0,2.3,6.5
5073,Phan Manh Nam,B22DCVT555,6.4,9.4,3.5,2.7,5.5
5074,Pham Huu Linh,B22DCVT741,6.9,2.7,2.4,9.0,5.2
5075,Huynh Duc Tam,B22DCMR372,9.6,5.9,3.0,5.5,6.0
5076,Duong Minh Huong,B22DCFT244,8.9,5.3,8.2,7.1,7.4
5077,Vu Thi Quang,B22DCAT335,7.1,2.0,6.1,4.7,5.0
5078,Vo Cong Ngan,B22DCVT154,9.5,9.8,7.0,7.0,8.3
5079,Tran Bao Hoa,B22DCMR843,8.6,1.3,0.8,5.5,4.1
5080,Do Gia Hai,B22DCPT266,8.5,5.8,6.6,0.9,5.4
5081,Dang Xuan Binh,B22DCMR630,9.8,7.3,7.2,5.9,7.6
5082,Ngo Thi Ha,B22DCKT677,8.1,10.0,7.9,6.5,8.1
5083,Ho Huu Minh,B22DCFT792,9.6,6.5,6.6,1.7,6.1
5084,Huynh Thi Mai,B22DCCN193,9.6,7.0,4.4,1.6,5.7
5085,Ly Quoc Huy,B22DCBC782,6.7,6.1,6.1,6.2,6.3
5086,Huynh Xuan Hai,B22DCFT972,9.3,7.2,5.9,1.6,6.0
5087,Dinh Bao Linh,B22DCKT339,9.9,9.3,7.9,1.3,7.1
5088,Ta Dinh Anh,B22DCBC911,9.9,3.1,2.3,1.6,4.2
5089,Nguyen Gia Giang,B22DCMR258,8.7,3.9,1.2,0.3,3.5
5090,Ta Van Ngan,B22DCCN864,7.0,4.1,4.9,4.0,5.0
5091,Mai Thanh Ngoc,B22DCVT122,9.3,9.6,5.7,4.9,7.4
5092,Huynh Dinh Huong,B22DCFT262,9.7,3.8,8.8,5.2,6.9
5093,Ta Dinh Huong,B22DCQT580,7.4,2.4,9.7,7.6,6.8
5094,Ta Ngoc Tam,B22DCKH357,9.7,5.8,5.5,2.2,5.8
5095,Ta Xuan Nam,B22DCAT778,8.5,3.5,5.7,7.6,6.3
5096,Mai Dinh Tu,B22DCFT887,8.3,2.5,5.4,1.1,4.3
5097,Ly Xuan Viet,B22DCAT174,8.7,6.5,1.9,4.8,5.5
5098,Ta Thu Nam,B22DCMR702,9.4,6.2,0.8,1.3,4.4
5099,Ngo Xuan Yen,B22DCAT411,7.7,8.5,7.4,9.3,8.2
5100,Huynh Dinh Trung,B22DCPT751,9.2,4.0,9.2,3.4,6.4
5101,Le Quang Tuan,B22DCVT033,7.6,7.0,1.3,6.8,5.7
5102,Ly Bao Nga,B22DCQT773,9.3,1.9,2.5,1.0,3.7
5103,Pham Gia Yen,B22DCMR110,8.3,4.2,1.3,4.3,4.5
5104,Vu Manh Ngoc,B22DCPT556,7.8,4.2,3.8,8.7,6.1
5105,Ho Quoc Binh,B22DCKH429,8.2,4.2,8.0,1.1,5.4
5106,Dang Xuan Long,B22DCKH353,6.1,5.8,2.8,9.5,6.0
5107,Mai Duc Khanh,B22DCVT130,6.2,5.0,6.4,9.9,6.9
5108,Vo Huu Viet,B22DCAT034,6.2,1.7,8.7,2.3,4.7
5109,Vo Thanh Son,B22DCAT339,6.6,3.9,9.4,1.5,5.3
5110,Hoang Thi Mai,B22DCKH827,9.2,5.2,9.9,5.5,7.4
5111,Pham Thi Nhi,B22DCBC776,8.9,1.6,4.9,4.9,5.1
5112,Hoang Cong Thao,B22DCKH011,8.5,3.5,1.6,4.9,4.6
5113,Ngo Gia Trang,B22DCBC104,7.0,1.4,9.1,6.3,6.0
5114,Mai Thanh Long,B22DCPT906,6.6,0.7,6.9,2.2,4.1
5115,Duong Quang Hai,B22DCMR672,6.8,9.3,5.4,4.5,6.5
5116,Vo Quoc Mai,B22DCAT565,6.9,7.4,9.9,5.7,7.5
5117,Dinh Thanh Ly,B22DCVT959,8.9,8.2,8.9,8.2,8.6
5118,Tran Gia Trung,B22DCVT128,7.5,6.0,7.2,1.4,5.5
5119,Doan Huu Bao,B22DCKT827,7.0,4.9,4.3,6.5,5.7
5120,Duong Thu Hoa,B22DCCN850,9.9,0.8,7.5,3.1,5.3
5121,Vu Xuan Lan,B22DCCN639,9.1,3.2,5.0,6.2,5.9
5122,Ngo Van Nga,B22DCFT397,7.9,9.4,8.6,3.0,7.2
5123,Dang Thi Lan,B22DCCN462,9.3,5.6,9.4,3.8,7.0
5124,Mai Huu Phuc,B22DCQT204,9.6,8.2,5.6,6.0,7.3
5125,Pham Thi Huy,B22DCKT552,7.6,6.0,0.3,5.4,4.8
5126,Le Xuan Dung,B22DCVT752,6.1,5.8,9.1,1.4,5.6
5127,Mai Huu Long,B22DCBC134,9.7,9.6,2.4,8.7,7.6
5128,Dinh Quoc Bao,B22DCMR062,7.7,4.8,4.2,2.6,4.8
5129,Ngo Duc Hai,B22DCVT025,7.2,7.4,0.7,5.3,5.2
5130,Bui Thu Giang,B22DCVT440,8.6,2.8,4.1,0.0,3.9
5131,Duong Minh Minh,B22DCCN910,9.5,0.9,2.8,5.2,4.6
5132,Mai Xuan Huy,B22DCCN050,6.2,0.5,6.0,5.6,4.6
5133,Phan Thu Linh,B22DCPT736,6.2,8.7,0.7,0.3,4.0
5134,Tran Ngoc Khanh,B22DCVT334,9.5,1.5,4.4,4.5,5.0
5135,Huynh Dinh Hieu,B22DCMR192,8.8,5.7,2.5,4.1,5.3
5136,Phan Minh Linh,B22DCKH589,6.2,3.5,5.9,8.1,5.9
5137,Hoang Manh Ha,B22DCKT282,9.4,6.7,9.9,0.4,6.6
5138,Tran Ngoc Huy,B22DCKH275,6.4,3.7,5.4,0.1,3.9
5139,Dinh Bao Viet,B22DCQT609,7.1,9.2,5.8,9.2,7.8
5140,Vu Manh Quang,B22DCKT471,7.2,0.0,7.4,9.8,6.1
5141,Ly Duc Khanh,B22DCAT214,6.9,7.4,0.9,0.7,4.0
5142,Le Quoc Huy,B22DCKH578,9.6,1.0,8.3,3.6,5.6
5143,Le Gia Giang,B22DCQT133,7.1,9.6,7.5,4.1,7.1
5144,Doan Manh Trang,B22DCFT243,9.3,3.6,9.9,1.8,6.2
5145,Tran Quoc Long,B22DCQT481,9.1,4.5,3.3,6.5,5.8
5146,Ta Van Bao,B22DCCN216,6.1,2.7,2.8,0.1,2.9
5147,Ho Thu Yen,B22DCQT689,9.7,6.6,6.9,4.5,6.9
5148,Nguyen Huu Tuan,B22DCQT563,6.9,9.4,6.2,4.2,6.7
5149,Huynh Manh Tu,B22DCFT626,9.2,6.0,5.6,2.8,5.9
5150,Do Dinh Ngoc,B22DCKT717,8.9,0.6,3.3,4.5,4.3
5151,Ly Manh Giang,B22DCCN747,8.3,2.6,3.8,5.8,5.1
5152,Pham Thi Nam,B22DCPT907,8.7,9.9,4.7,7.4,7.7
5153,Le Gia Tuan,B22DCBC220,6.9,7.2,9.4,8.4,8.0
5154,Mai Duc Long,B22DCKT256,7.5,8.2,0.3,8.6,6.2
5155,Duong Xuan Khanh,B22DCFT843,6.7,0.5,5.2,9.2,5.4
5156,Huynh Thanh Duy,B22DCAT308,8.0,6.4,9.6,7.2,7.8
5157,Ly Thi Son,B22DCQT266,7.2,5.9,4.3,7.6,6.2
5158,Ngo Bao Nga,B22DCPT925,6.4,7.8,9.2,9.9,8.3
5159,Ho Thi Binh,B22DCCN046,8.9,2.7,5.9,1.1,4.7
5160,Phan Manh Tam,B22DCBC786,9.5,8.2,4.6,6.3,7.1
5161,Huynh Van Thao,B22DCKH390,7.8,5.5,6.0,3.3,5.7
5162,Vo Gia Phong,B22DCFT572,9.9,1.8,9.8,3.3,6.2
5163,Nguyen Van Ngoc,B22DCKT773,9.1,6.6,2.9,1.1,4.9
5164,Nguyen Quoc Chi,B22DCCN748,9.5,3.6,3.1,4.3,5.1
5165,Tran Minh Khanh,B22DCKT666,7.2,4.7,1.7,5.7,4.8
5166,Huynh Ngoc Quang,B22DCCN117,9.9,1.1,2.4,1.1,3.6
5167,Vu Duc Linh,B22DCBC483,7.7,8.5,9.3,5.7,7.8
5168,Ly Bao Huong,B22DCQT944,6.0,3.2,2.2,2.0,3.3
5169,Le Quang Minh,B22DCFT352,7.5,6.0,1.1,9.7,6.1
5170,Huynh Xuan Anh,B22DCAT758,6.8,1.3,7.3,3.0,4.6
5171,Bui Dinh Linh,B22DCQT255,6.2,8.3,4.4,6.2,6.3
5172,Phan Minh Thao,B22DCKH155,9.1,5.4,6.7,6.7,7.0
5173,Mai Dinh Quang,B22DCAT116,9.8,4.0,1.9,7.4,5.8
5174,Vo Xuan Chau,B22DCPT364,7.5,2.1,4.4,4.7,4.7
5175,Do Minh Long,B22DCPT167,9.5,4.9,9.5,0.8,6.2
5176,Pham Quoc Trang,B22DCKH227,9.1,2.6,1.6,2.0,3.8
5177,Do Dinh Binh,B22DCKH469,7.2,8.1,7.7,1.4,6.1
5178,Mai Quang Minh,B22DCKH514,8.1,6.2,2.7,7.0,6.0
5179,Huynh Manh Hung,B22DCBC151,8.0,1.0,8.1,8.1,6.3
5180,Duong Thu Trang,B22DCCN352,7.1,10.0,3.3,0.1,5.1
5181,Bui Thanh Phuc,B22DCPT447,6.9,4.4,2.9,1.4,3.9
5182,Ta Gia Dung,B22DCMR188,9.4,3.9,5.7,3.3,5.6
5183,Vo Quoc Ngan,B22DCKH297,9.9,6.3,1.9,2.4,5.1
5184,Mai Bao Nam,B22DCPT124,8.1,8.5,5.0,7.0,7.2
5185,Phan Thi Thang,B22DCAT156,8.8,7.1,5.3,2.4,5.9
5186,Dinh Quoc Yen,B22DCCN899,6.6,8.9,2.9,8.9,6.8
5187,Tran Manh Thao,B22DCKT799,8.9,0.8,8.3,2.5,5.1
5188,Pham Minh Phuong,B22DCCN874,6.9,5.5,5.6,5.8,6.0
5189,Ly Thi Ngan,B22DCQT512,7.2,9.7,7.7,9.1,8.4
5190,Do Ngoc Ngan,B22DCQT275,7.0,5.7,6.1,1.2,5.0
5191,Doan Thu Trung,B22DCFT775,7.7,1.4,1.4,6.1,4.2
5192,Dang Duc Phong,B22DCBC812,6.1,6.9,1.9,0.8,3.9
5193,Le Quang Thang,B22DCBC021,8.0,4.3,6.0,0.3,4.7
5194,Hoang Gia Hieu,B22DCKH326,9.9,1.8,9.8,9.2,7.7
5195,Tran Quoc Huong,B22DCCN680,9.5,3.0,5.3,4.6,5.6
5196,Phan Cong Ngoc,B22DCMR333,7.3,9.8,8.5,7.5,8.3
5197,Ho Cong Quang,B22DCPT429,8.1,7.6,8.5,0.5,6.2
5198,Vo Thu Yen,B22DCPT260,7.0,3.5,4.3,7.7,5.6
5199,Vu Thu Hai,B22DCPT132,6.5,2.1,6.0,7.4,5.5
5200,Huynh Huu Quan,B22DCKT541,8.9,6.3,4.3,8.1,6.9
5201,Doan Duc Chi,B22DCKT727,9.0,1.1,4.1,3.7,4.5
5202,Ngo Thanh Phuong,B22DCVT855,7.4,5.6,3.9,1.9,4.7
5203,Ta Dinh Ngoc,B22DCKT645,9.3,3.1,5.6,8.1,6.5
5204,Vu Duc Huy,B22DCBC796,7.4,7.8,0.3,0.3,4.0
5205,Vo Gia Ngoc,B22DCAT301,7.2,4.2,4.2,1.6,4.3
5206,Huynh Quang Hung,B22DCKH686,8.8,6.4,0.9,7.1,5.8
5207,Dang Dinh Hoa,B22DCPT902,7.9,2.3,7.7,3.8,5.4
5208,Hoang Quoc Huong,B22DCKT624,9.0,0.1,3.8,1.0,3.5
5209,Pham Quoc Thao,B22DCMR025,9.7,6.2,4.6,9.4,7.5
5210,Nguyen Dinh Vy,B22DCKT461,8.8,2.6,3.5,8.7,5.9
5211,Bui Dinh Nam,B22DCKT049,6.6,8.6,5.8,4.8,6.5
5212,Ta Thanh Viet,B22DCQT003,8.0,5.9,3.1,0.1,4.3
5213,Nguyen Duc Quang,B22DCCN731,7.0,4.1,6.1,2.1,4.8
5214,Hoang Quang Huy,B22DCCN223,7.6,7.4,2.7,4.7,5.6
5215,Hoang Thanh Chau,B22DCFT619,9.0,9.9,2.9,3.7,6.4
5216,Ly Van Quan,B22DCCN832,9.9,3.8,9.5,1.0,6.0
5217,Tran Gia Trang,B22DCMR139,6.5,4.9,0.8,4.3,4.1
5218,Pham Minh Phuong,B22DCQT859,8.1,0.4,1.3,9.5,4.8
5219,Ho Duc Phuong,B22DCFT277,8.7,9.3,4.1,3.1,6.3
5220,Huynh Huu Tu,B22DCCN214,7.4,6.1,9.6,8.8,8.0
5221,Ly Thu Binh,B22DCAT677,7.7,3.0,5.0,0.1,3.9
5222,Le Xuan Dung,B22DCMR196,6.2,3.9,0.8,0.5,2.9
5223,Ta Gia Nam,B22DCCN407,7.9,4.5,4.5,2.3,4.8
5224,Do Minh Dung,B22DCPT814,8.9,5.5,7.1,4.7,6.5
5225,Le Duc Phong,B22DCKH220,6.8,5.4,2.8,9.9,6.2
5226,Vo Van Minh,B22DCAT038,8.2,0.4,9.2,9.1,6.7
5227,Ngo Xuan Tuan,B22DCFT208,8.2,0.9,6.9,1.6,4.4
5228,Mai Quang Quang,B22DCPT319,10.0,5.4,4.3,7.7,6.8
5229,Duong Thi Mai,B22DCCN132,8.2,1.9,4.4,1.2,3.9
5230,Do Minh Tu,B22DCVT260,7.8,2.2,5.8,6.4,5.6
5231,Ho Minh Tu,B22DCQT752,8.8,2.9,2.2,3.2,4.3
5232,Dang Xuan Huong,B22DCKT750,9.9,6.0,4.8,0.9,5.4
5233,Le Ngoc Dung,B22DCFT956,6.1,3.1,3.0,3.8,4.0
5234,Nguyen Xuan Ngan,B22DCKH613,9.8,2.8,1.9,7.2,5.4
5235,Dinh Thi Huy,B22DCMR186,8.8,6.5,9.8,0.7,6.5
5236,Ngo Quoc Phong,B22DCAT031,6.8,6.4,3.1,4.1,5.1
5237,Vu Bao Lan,B22DCPT160,9.0,9.8,2.8,9.0,7.7
5238,Tran Quoc Phuong,B22DCFT416,6.3,3.2,2.3,6.5,4.6
5239,Duong Thi Quang,B22DCKT038,6.1,4.9,6.6,8.1,6.4
5240,Tran Xuan Ngan,B22DCKT651,6.9,4.6,2.1,5.7,4.8
5241,Phan Dinh Bao,B22DCBC079,8.0,4.9,1.4,8.0,5.6
5242,Ho Quang Dung,B22DCAT073,9.1,6.0,7.5,6.7,7.3
5243,Le Bao Trung,B22DCCN219,6.7,9.1,1.4,8.0,6.3
5244,Pham Bao Quang,B22DCCN161,6.2,9.1,0.8,2.9,4.8
5245,Vu Quoc Giang,B22DCQT448,9.2,7.2,8.4,1.0,6.4
5246,Huynh Cong Huong,B22DCCN038,7.9,9.1,9.3,8.6,8.7
5247,Tran Quang Hieu,B22DCPT531,9.8,6.1,3.7,9.6,7.3
5248,Doan Thu Viet,B22DCAT961,6.1,1.7,6.8,5.3,5.0
5249,Ta Minh Duy,B22DCFT585,7.8,5.0,3.1,7.0,5.7
5250,Nguyen Thi Phuc,B22DCAT104,7.2,2.5,7.9,6.3,6.0
5251,Bui Manh Ha,B22DCFT883,7.6,3.7,4.0,5.2,5.1
5252,Pham Van Ngoc,B22DCKT849,8.8,4.8,8.1,0.3,5.5
5253,Le Manh Thao,B22DCQT963,6.7,2.3,7.4,0.5,4.2
5254,Do Ngoc Phong,B22DCFT172,9.3,2.4,4.9,3.3,5.0
5255,Bui Bao Tu,B22DCBC709,8.2,2.4,3.6,7.4,5.4
5256,Huynh Quoc Duy,B22DCPT311,8.1,3.2,8.3,4.2,6.0
5257,Pham Duc Ha,B22DCBC570,7.0,1.5,3.9,0.3,3.2
5258,Dang Huu Vy,B22DCCN500,8.4,0.3,7.8,8.6,6.3
5259,Hoang Quang Trang,B22DCCN128,6.1,5.2,1.5,4.9,4.4
5260,Dinh Cong Nam,B22DCQT933,6.9,8.2,1.4,8.5,6.2
5261,Ta Huu Chau,B22DCQT491,6.2,8.8,8.0,5.3,7.1
5262,Do Manh Duy,B22DCCN308,9.3,7.7,3.8,9.3,7.5
5263,Do Xuan Viet,B22DCCN479,7.5,4.9,1.3,2.7,4.1
5264,Mai Bao Hung,B22DCAT056,9.0,0.2,3.8,0.1,3.3
5265,Do Thi Quang,B22DCPT304,8.0,1.4,1.6,7.8,4.7
5266,Ho Cong Viet,B22DCAT952,6.4,1.4,1.9,8.8,4.6
5267,Ly Ngoc Phuong,B22DCQT669,6.3,9.9,7.6,6.9,7.7
5268,Le Gia Hung,B22DCPT735,9.5,5.9,1.4,6.6,5.8
5269,Doan Van Chi,B22DCKH957,8.9,7.4,5.4,8.1,7.5
5270,Vo Gia Long,B22DCKT418,8.4,5.6,8.4,4.8,6.8
5271,Huynh Bao Tu,B22DCMR033,9.8,7.4,6.1,4.8,7.0
5272,Tran Gia Phong,B22DCCN397,8.9,9.3,5.8,9.7,8.4
5273,Tran Huu Ly,B22DCVT650,7.1,8.0,3.3,2.2,5.1
5274,Bui Thi Trang,B22DCKT459,7.3,3.5,0.4,4.6,4.0
5275,Pham Minh Hoa,B22DCFT269,6.2,8.1,8.1,7.6,7.5
5276,Dinh Cong Phuc,B22DCFT998,9.0,2.7,3.9,8.8,6.1
5277,Bui Quang Chau,B22DCPT133,7.7,4.5,0.9,3.7,4.2
5278,Dinh Ngoc Ha,B22DCKT265,7.1,5.0,7.0,2.9,5.5
5279,Do Cong Huy,B22DCFT881,8.5,2.5,5.1,5.1,5.3
5280,Ly Duc Anh,B22DCFT544,8.2,0.5,3.1,4.9,4.2
5281,Ta Thanh Ha,B22DCKH630,9.3,2.7,8.9,0.5,5.3
5282,Dinh Thu Giang,B22DCAT148,6.1,3.7,6.6,0.1,4.1
5283,Bui Dinh Linh,B22DCMR530,9.3,7.1,9.5,5.1,7.8
5284,Huynh Cong Trung,B22DCPT980,9.5,6.1,4.9,8.8,7.3
5285,Huynh Thu Yen,B22DCFT633,6.5,5.6,6.6,4.4,5.8
5286,Vu Gia Phuc,B22DCCN529,9.2,3.0,9.0,7.5,7.2
5287,Hoang Thanh Phuc,B22DCFT981,9.9,1.5,5.3,10.0,6.7
5288,Ta Thi Tu,B22DCKH415,9.9,5.0,8.1,0.9,6.0
5289,Bui Bao Thao,B22DCKT264,6.6,1.4,3.6,3.2,3.7
5290,Ta Bao Viet,B22DCFT315,6.7,5.9,4.1,8.4,6.3
5291,Duong Thi Viet,B22DCMR019,8.7,4.5,0.6,8.4,5.5
5292,Bui Bao Ngoc,B22DCKH625,9.3,1.1,8.8,6.3,6.4
5293,Le Quang Huy,B22DCVT447,9.8,2.4,1.1,9.7,5.8
5294,Bui Thu Yen,B22DCVT427,7.9,2.3,3.7,6.8,5.2
5295,Ly Manh Hieu,B22DCVT925,8.8,5.1,3.0,2.1,4.8
5296,Huynh Bao Minh,B22DCAT894,6.4,1.3,7.7,0.3,3.9
5297,Doan Van Vy,B22DCPT637,7.1,3.7,0.7,4.0,3.9
5298,Ly Manh Vy,B22DCMR682,6.7,9.9,9.2,5.2,7.8
5299,Hoang Xuan Phong,B22DCKT438,8.0,9.6,8.8,4.7,7.8
5300,Phan Manh Tu,B22DCKH713,9.7,0.3,5.5,3.8,4.8
5301,Ta Van Thao,B22DCAT699,9.5,7.4,4.5,6.2,6.9
